Tavg,Tmed,Tmax,Tmin,Load
77,78,82,74,1386207
80,81,84,75,1505783
82,82,86,77,1646832
83,84,88,73,1780411
84,86,90,73,1900620
85,86,92,73,1970587
84,85,91,75,1986874
84,86,91,75,1998206
83,82,90,77,2021906
82,83,88,75,2047215
80,81,87,75,2012361
78,79,84,75,2007881
78,78,82,73,1956527
77,77,81,73,1772546
76,77,81,73,1555129
76,77,81,73,1351575
76,77,81,73,1200322
75,75,81,73,1117109
75,76,81,73,1067028
75,75,81,73,1044482
75,75,78,73,1049528
75,75,79,73,1134596
74,74,81,73,1311525
75,75,81,72,1346638
76,76,82,73,1335338
78,79,83,74,1399315
81,82,85,74,1506204
82,82,87,77,1637100
83,84,88,79,1758028
83,84,90,75,1821532
83,83,90,76,1878513
81,81,90,75,1917662
80,80,90,72,1894845
79,79,88,73,1849594
77,77,87,73,1826722
77,77,84,73,1851854
76,76,81,72,1812171
76,75,80,72,1663821
75,75,79,71,1467166
75,75,81,72,1285059
75,75,79,72,1138131
74,75,79,71,1054304
74,75,79,70,1018159
74,75,77,70,1000377
74,75,78,69,1019293
74,74,78,68,1118039
74,75,79,68,1310515
74,75,78,67,1367375
75,75,78,67,1349310
76,76,81,71,1391761
78,78,84,75,1474906
79,79,85,75,1566093
80,81,87,75,1653614
81,82,89,73,1717342
81,81,88,75,1753940
82,82,88,75,1777468
81,82,87,75,1818101
80,80,87,75,1855252
78,78,86,74,1855311
77,77,84,73,1870121
77,76,82,73,1822611
76,76,81,73,1675752
76,76,80,72,1491080
76,75,80,72,1302503
75,75,79,73,1155978
75,75,80,72,1077953
75,75,79,72,1030123
75,75,78,72,1009875
75,75,78,72,1019319
75,76,78,72,1115733
75,75,79,72,1308883
75,75,79,72,1370284
76,77,81,73,1362783
78,79,84,75,1403476
79,80,85,75,1485882
81,82,85,75,1577901
82,83,87,76,1690514
82,83,86,76,1787267
82,84,87,77,1860911
82,82,87,77,1919410
81,81,87,76,1929899
79,78,87,74,1910046
78,77,86,73,1876037
77,77,84,73,1873372
77,77,82,73,1812475
76,76,81,74,1671746
76,76,81,73,1497660
76,76,81,74,1318064
76,76,80,73,1170523
76,77,78,74,1088918
76,76,79,73,1041231
76,76,79,74,1027068
75,76,78,74,1039657
75,76,77,74,1124263
75,75,77,73,1296198
75,76,79,73,1363578
76,76,81,74,1374463
77,78,81,75,1446093
79,79,82,76,1539208
80,81,84,77,1639923
81,82,85,79,1751228
83,83,88,80,1857002
83,83,87,77,1919355
83,83,89,77,1963389
83,84,89,77,1997409
82,82,88,75,1988753
80,80,87,75,1918765
78,78,84,75,1880489
78,78,82,75,1809581
77,77,81,74,1679769
76,77,81,73,1534015
76,76,82,73,1372465
76,75,82,73,1226510
75,75,81,73,1116883
74,75,81,72,1049321
74,75,81,70,1009237
74,75,81,70,993504
74,74,81,70,1011949
74,74,81,66,1069395
74,75,81,64,1146727
75,75,83,64,1286364
77,77,84,66,1483097
79,81,86,66,1643321
81,81,90,68,1765199
82,83,88,70,1881686
83,84,89,72,1993259
84,85,89,75,2067614
84,85,90,77,2105736
84,85,89,77,2117360
82,83,88,75,2087157
80,82,85,70,1997384
78,79,83,70,1957785
77,78,82,70,1874196
77,78,81,68,1721470
76,78,81,68,1560963
75,78,81,68,1389661
75,77,80,68,1237973
74,76,79,68,1135875
74,76,79,68,1067728
74,76,78,67,1026546
74,75,79,66,1012111
73,75,79,65,1021219
73,75,78,65,1064844
73,75,78,65,1135314
74,75,82,66,1279682
76,77,85,68,1441153
78,79,88,70,1561525
80,81,89,73,1699631
82,83,89,75,1857603
83,84,89,75,2004537
84,85,89,75,2100599
83,84,89,75,2165327
83,84,90,75,2194718
82,83,90,75,2167916
80,81,88,72,2075159
79,79,85,70,2055763
78,78,83,70,1973138
77,78,82,68,1779941
76,77,82,68,1563354
75,76,81,66,1356116
74,76,81,64,1188619
74,74,81,64,1077922
73,75,80,64,1019324
73,75,80,63,989711
72,74,79,63,992053
72,74,80,63,1077477
73,75,79,63,1251393
72,74,79,61,1307649
74,75,81,63,1312103
77,77,83,69,1399630
80,81,87,72,1537613
82,84,89,75,1707827
84,84,88,79,1893434
85,86,90,81,2040480
86,86,92,82,2157039
86,87,92,84,2182931
86,86,93,82,2230008
85,86,92,81,2228576
82,82,88,78,2212843
79,80,83,71,2186604
77,79,83,68,2076744
77,78,82,66,1863839
76,77,82,67,1624805
75,77,81,64,1402330
75,76,81,68,1224376
74,75,80,65,1119671
74,75,79,66,1057481
74,75,79,66,1020417
74,75,78,63,1024800
74,75,79,64,1120061
74,75,79,66,1308401
74,74,79,65,1367765
75,75,81,68,1349638
76,77,84,71,1399729
80,81,86,75,1493285
81,82,87,75,1618033
83,84,89,74,1763464
83,84,89,76,1895444
84,83,91,76,1992314
84,84,91,77,2063412
83,83,91,78,2116112
82,81,91,77,2117951
80,80,89,75,2047755
78,78,86,73,2040352
76,77,83,71,1948275
76,77,82,70,1755645
75,75,81,69,1527764
74,75,81,67,1307582
73,73,80,66,1135402
72,73,78,65,1041581
72,73,78,66,988780
72,72,77,65,960035
72,73,77,65,967641
72,73,77,66,1060542
72,73,79,66,1242478
72,72,79,66,1296683
73,75,79,66,1273398
74,75,80,68,1319770
77,79,83,70,1411356
79,81,85,73,1500530
81,81,88,75,1600678
82,82,89,78,1691428
82,82,90,77,1782029
83,82,92,78,1868479
82,82,90,79,1924495
81,81,90,77,1947278
79,79,88,75,1920228
77,78,85,72,1930357
76,77,82,70,1868635
76,77,81,69,1706011
75,76,81,67,1502635
74,75,81,67,1297113
74,75,80,68,1141051
74,75,79,66,1052378
73,75,79,67,1005011
73,74,79,67,981035
73,74,78,66,989293
72,73,78,66,1074663
72,73,78,66,1253565
72,73,78,67,1305509
73,73,80,68,1282228
74,73,82,69,1317143
76,77,85,71,1391141
77,79,87,72,1474530
79,79,88,72,1559426
79,81,89,73,1635924
80,81,90,73,1693873
80,81,91,73,1760995
80,81,88,73,1811905
79,79,88,73,1825942
77,78,85,71,1797221
75,75,84,68,1820189
74,75,82,65,1756923
73,74,81,64,1599427
72,73,80,63,1407658
72,72,79,62,1218530
71,72,79,62,1059971
70,71,78,61,969784
70,70,79,60,916847
69,70,78,59,890469
69,70,78,58,891027
68,69,77,59,964291
68,69,77,59,1110234
68,69,77,59,1155647
70,71,78,63,1161078
73,73,80,67,1247015
77,77,82,70,1369745
80,80,86,77,1507871
81,81,87,77,1654623
82,82,89,78,1780827
83,83,88,77,1874278
83,83,89,77,1947127
82,83,89,77,1971490
81,82,89,77,1944668
78,78,87,73,1825007
74,75,83,68,1758501
73,74,80,66,1653688
72,72,79,64,1503710
70,71,78,63,1341025
70,70,79,62,1174684
68,69,79,61,1015992
68,68,79,61,915400
66,67,78,59,852646
66,66,78,59,819468
66,66,78,59,810972
65,64,78,58,826493
65,64,76,57,879536
65,64,78,59,951759
68,68,78,64,1061725
73,73,80,68,1194781
77,79,83,73,1316665
80,81,84,76,1447012
82,82,86,79,1593951
82,83,85,79,1738416
83,83,87,79,1857583
83,83,87,79,1937780
82,83,87,77,1967299
80,82,85,75,1920861
77,77,82,70,1778703
73,73,79,66,1716756
71,72,78,63,1615160
69,70,79,62,1454937
68,69,79,61,1290258
67,66,78,59,1126191
66,66,77,58,980526
64,64,74,58,877596
63,63,73,57,817586
63,63,72,56,783204
62,63,72,54,769645
61,61,71,54,779650
60,62,73,53,822054
60,62,73,52,889994
66,66,75,59,1020608
72,73,80,67,1161002
77,77,82,73,1266005
80,81,84,77,1379851
82,81,86,79,1520919
83,82,87,81,1664479
83,83,89,81,1781411
84,84,89,81,1864895
83,84,89,79,1913874
81,82,87,78,1891277
76,76,83,70,1765862
71,71,79,63,1724766
69,69,78,62,1623779
67,68,76,60,1430783
67,68,75,59,1220949
65,66,75,58,1025216
64,64,74,55,885371
63,64,71,56,805056
62,63,71,54,764407
62,62,69,53,751273
61,62,69,52,768876
60,61,68,52,858762
60,61,72,50,1027391
60,61,72,50,1069334
66,67,75,57,1063675
71,73,79,63,1128265
76,77,82,70,1213904
79,79,83,74,1323335
81,81,87,77,1450295
82,82,86,79,1587335
82,82,88,79,1714233
83,82,87,80,1820461
82,83,86,78,1896998
81,81,85,76,1898675
76,76,81,71,1808063
72,72,77,65,1793064
69,70,75,63,1677538
68,70,75,60,1483949
67,68,75,59,1260640
66,67,75,58,1061471
65,66,72,57,914148
63,65,70,55,833683
62,64,69,55,788795
62,63,69,54,773048
61,61,69,52,785946
61,61,69,50,874326
60,61,73,52,1056418
60,61,73,50,1096313
66,66,75,57,1075738
72,73,81,64,1122161
77,77,83,71,1201591
80,81,83,75,1304685
81,81,85,77,1434369
82,82,86,79,1569394
83,84,88,79,1689402
83,84,88,81,1801542
83,84,89,79,1877065
81,82,88,78,1884677
76,77,82,70,1794863
73,73,81,64,1775664
70,72,79,63,1665762
69,70,79,62,1480134
68,70,79,60,1269501
67,68,79,60,1067712
66,66,78,57,918458
65,64,77,57,842372
65,63,79,57,801415
64,64,79,56,786175
64,63,79,55,802070
64,63,80,54,896076
64,64,79,52,1073759
65,64,79,54,1113696
68,68,81,57,1092212
73,73,82,66,1147889
78,79,83,73,1239774
81,81,88,76,1361320
83,83,88,79,1502360
83,83,90,80,1646292
84,84,91,75,1774745
83,84,90,77,1866755
83,83,91,78,1910614
81,82,88,75,1910171
78,79,84,71,1867138
74,75,81,66,1877287
73,75,79,64,1784268
72,73,81,63,1596137
71,73,81,61,1380286
70,74,79,60,1172637
70,72,78,59,1019132
69,72,78,59,930033
69,72,78,58,880690
69,72,77,57,862877
68,71,76,55,871655
68,70,76,55,970319
68,72,77,55,1163764
68,72,77,55,1209494
72,73,81,64,1204295
77,78,83,69,1303445
81,81,88,75,1456958
83,84,90,77,1626460
85,86,91,80,1797155
86,87,92,81,1944851
86,86,92,82,2056934
86,86,91,81,2149957
85,86,90,80,2207696
84,84,88,79,2182111
81,81,88,77,2100308
79,80,86,74,2097241
78,79,86,71,1980106
77,77,84,70,1792188
76,76,82,71,1579454
75,76,82,70,1359253
74,76,82,60,1185707
74,75,82,67,1080639
74,75,82,68,1018820
73,74,81,67,981749
73,73,81,67,983881
73,74,81,68,1067960
73,74,82,68,1252041
73,73,82,69,1315885
75,75,84,71,1317081
77,77,88,73,1394517
80,81,90,75,1518310
83,83,91,80,1670078
84,84,93,82,1836039
85,86,93,82,1973241
85,86,91,73,2055830
84,86,93,73,2110107
83,85,91,73,2098169
81,81,90,73,2015337
79,79,88,73,1919976
77,77,88,72,1859404
76,76,88,72,1743395
75,75,81,72,1612388
74,75,81,72,1457359
74,75,81,70,1293893
73,74,79,69,1142580
73,73,79,69,1046906
73,73,79,68,983223
73,73,79,68,947817
73,73,81,70,940975
73,73,81,68,963246
72,72,81,64,1026660
72,73,81,64,1107054
73,74,82,67,1225568
75,75,84,71,1372039
78,78,88,75,1497540
80,81,88,76,1601790
82,82,90,79,1722932
83,84,91,80,1860095
84,84,91,82,1961679
84,84,91,75,2000888
83,84,91,77,2000445
82,82,90,78,1943004
79,80,88,74,1868345
77,78,86,71,1857310
76,77,84,68,1741539
75,77,84,64,1593599
74,76,84,63,1447439
74,76,84,63,1298388
74,76,84,61,1157508
73,75,82,61,1060870
72,75,82,57,994633
71,74,81,55,950496
71,74,79,55,929526
70,74,79,55,932805
70,74,78,55,975186
70,73,79,54,1054737
70,73,81,55,1185523
72,74,84,61,1311814
73,76,86,63,1381272
75,75,87,63,1429935
76,76,88,63,1462186
77,77,89,64,1477195
77,79,89,64,1479505
77,78,89,65,1483411
77,77,88,66,1504399
76,77,87,66,1527993
75,76,85,66,1555300
73,75,84,66,1603272
73,73,83,65,1538676
72,73,82,64,1400044
72,73,82,64,1243840
71,73,82,63,1100504
71,72,81,63,967784
71,71,82,62,885963
69,71,82,60,836779
69,70,82,57,813031
68,69,87,55,816025
66,65,81,55,872356
64,62,80,52,982920
63,61,81,52,1018577
62,60,79,52,1036696
61,58,79,54,1087740
62,60,80,55,1128975
63,62,82,55,1136864
65,64,84,57,1120990
67,66,85,60,1096329
68,68,86,62,1083404
69,67,87,64,1087462
69,67,87,64,1117391
67,66,87,63,1163797
65,63,84,59,1209981
62,60,78,54,1337152
60,57,75,52,1311529
59,56,73,49,1202216
58,55,72,50,1055830
56,53,71,51,920851
56,54,70,48,824799
53,53,64,46,785154
52,52,64,45,774780
50,52,60,42,786257
49,50,59,40,834242
48,49,59,39,989710
47,48,58,38,1247225
47,48,57,38,1327911
49,50,58,44,1288279
52,52,61,48,1246969
57,56,64,53,1196204
60,59,71,55,1147292
62,61,77,57,1105717
64,64,81,59,1070095
65,64,84,61,1045872
66,64,87,61,1046874
66,63,87,61,1082391
64,62,88,57,1152106
61,58,83,55,1252226
57,56,75,48,1417675
55,54,70,46,1417812
53,52,68,45,1329803
52,52,66,44,1197922
51,51,64,42,1075089
50,51,63,39,993495
48,50,58,38,971880
47,49,57,37,979721
46,48,57,36,1007654
45,47,56,35,1074118
45,46,55,35,1253586
45,46,55,32,1528110
44,45,55,33,1597095
48,48,57,40,1519181
53,52,63,44,1388609
58,57,64,52,1278090
61,61,68,55,1180192
63,63,70,59,1119826
64,64,70,61,1074186
65,65,72,63,1046030
66,66,72,64,1049503
66,66,71,63,1085839
65,65,70,63,1143227
60,62,67,53,1227168
56,57,64,48,1386321
54,54,63,46,1398419
52,52,63,45,1336324
51,51,63,43,1213736
50,50,63,42,1091962
49,50,59,41,1015532
48,47,57,39,1001383
47,46,57,38,1018534
46,45,57,38,1053966
46,46,57,37,1124974
45,45,57,37,1307089
46,46,59,36,1584294
46,46,61,37,1651065
51,50,63,42,1557145
57,57,68,41,1395278
63,63,73,52,1253512
66,66,75,58,1147497
69,70,77,63,1090719
70,70,79,65,1061186
72,72,79,65,1048216
72,72,79,67,1070221
72,73,79,65,1111674
70,71,79,64,1152187
66,67,76,59,1210668
63,63,71,54,1347981
61,61,68,52,1329870
59,59,68,50,1237540
58,58,67,49,1101933
57,57,66,47,957344
55,53,65,43,866743
55,57,65,45,835782
54,56,64,44,831992
54,56,63,43,852162
54,55,63,42,904465
54,54,64,43,1058178
53,54,64,42,1302197
53,53,64,43,1369976
57,57,68,48,1310331
62,63,74,47,1233869
66,68,77,56,1173101
69,70,79,58,1130915
71,72,79,60,1109964
72,72,81,62,1094668
72,73,82,61,1088969
72,73,82,65,1096962
71,73,82,63,1116764
70,70,81,64,1146212
66,66,78,55,1178958
63,64,74,51,1258695
62,63,72,49,1231752
60,61,70,47,1173183
59,59,69,46,1091660
58,58,69,45,991236
57,57,69,43,906470
56,55,69,43,864842
55,55,69,41,853306
54,54,68,41,863167
54,54,68,40,894530
53,54,70,39,963704
53,54,70,37,1074620
52,52,68,38,1203349
56,55,72,47,1326931
61,59,74,51,1338580
65,64,77,59,1281118
68,68,76,63,1213375
70,70,78,66,1165301
71,71,78,66,1136551
71,72,79,66,1117659
72,72,80,65,1120032
71,72,79,64,1130514
69,70,78,62,1146401
66,66,75,57,1151226
63,63,72,52,1246274
61,61,72,49,1215205
60,59,71,49,1158316
59,58,71,48,1088241
58,56,70,43,1003819
56,55,69,42,927592
55,56.5,70,39.5,883245.5
54,55,71,38,888419
54,54,70,37,910469
54,54,70,35,949925
54,54,70,35,1021699
53,52,71,36,1147140
56,55,70,43,1313917
61,59,73,51,1384526
66,64,75,59,1338571
68,67,75,64,1245494
70,70,76,66,1184071
72,72,77,68,1160911
73,73,77,69,1149689
73,73,78,69,1141176
72,73,78,68,1144110
71,71,78,65,1168705
68,69,76,61,1225311
65,65,75,53,1354304
64,63,75,51,1324650
63,61,75,50,1250845
62,61,75,48,1138815
61,61,77,48,999075
61,59,77,48,882022
60,59,77,46,804704
59,59,77,46,777359
59,59,77,46,771899
59,58,77,46,790921
59,58,77,46,840040
59,57,77,45,994417
59,57,79,46,1221358
61,60,79,50,1236918
66,66,82,55,1179282
70,70,82,64,1148178
74,73,82,69,1140644
75,75,82,72,1145187
76,76,84,73,1158530
77,77,82,73,1170514
76,77,82,72,1180263
75,76,81,70,1200917
74,75,81,69,1242220
72,72,78,66,1282448
68,68,77,61,1334803
67,66,77,59,1277573
66,64,75,57,1247126
65,64,73,58,1183913
64,63,73,56,1033741
63,62,73,55,878812
62,61,73,56,797526
61,61,73,54,760113
61,61,74,55,746501
61,61,73,55,751744
61,61,74,52,785867
61,62,74,52,921328
61,62,75,52,1135118
63,63,77,57,1161615
67,66,77,57,1126114
72,72,82,65,1112962
75,75,82,70,1122597
75,75,81,72,1140032
76,77,81,72,1154998
76,77,81,70,1155632
75,75,81,70,1147474
73,73,81,63,1156958
72,71,81,61,1199676
69,69,78,59,1301298
67,67,75,57,1446159
67,67,75,57,1430077
66,66,75,57,1335130
66,66,73,57,1204629
65,66,73,56,1045420
65,66,73,55,903278
64,66,73,54,806630
64,65,72,53,758563
63,65,72,54,737625
63,64,70,54,737416
63,64,72,53,766292
62,63,72,52,887550
62,63,72,52,1093187
63,64,73,53,1124525
65,66,75,56,1108304
69,70,78,62,1109857
72,72,81,68,1136345
74,75,82,72,1176739
76,77,81,73,1221015
77,78,82,74,1252831
77,78,81,75,1279303
77,77,81,74,1305073
75,75,80,71,1325183
71,71,76,64,1359485
68,68,73,61,1484246
66,68,75,57,1441601
65,66,75,57,1342476
64,64,75,57,1211918
63,64,75,55,1045216
62,62,75,53,897430
61,62,75,53,802225
60,61,75,51,759268
60,61,75,50,742699
60,60,73,50,746377
60,61,73,50,788025
60,61,75,50,927603
59,61,74,48,1151121
64,64,77,55,1179266
68,68,81,60,1132944
72,73,82,67,1117745
75,76,84,69,1131935
77,77,84,72,1162483
77,77,82,72,1211586
78,78,82,72,1251117
77,77,83,72,1283805
77,78,82,72,1309348
75,75,80,70,1321613
71,72,77,63,1353024
68,69,75,61,1485270
65,66,74,56,1450310
64,64,72,54,1355331
63,63,71,52,1225415
62,62,71,52,1063322
60,61,69,51,916791
59,61,68,51,811485
58,59,67,49,767910
58,58,67,48,751746
58,59,66,48,756964
57,58,66,47,795492
57,58,72,47,927481
57,57,72,46,1149700
61,62,73,50,1186498
67,67,77,60,1149586
72,72,78,66,1134598
75,75,81,69,1146688
76,77,82,71,1179684
78,79,83,72,1226345
78,79,85,73,1277344
78,79,84,74,1320760
78,79,84,73,1346703
77,77,83,72,1352478
71,72,79,64,1353168
69,69,78,58,1430831
67,66,76,59,1356678
65,65,76,55,1265108
64,66,74,54,1171413
63,65,73,53,1060655
62,64,72,52,940616
61,63,71,52,842419
60,62,72,53,789560
60,62,71,52,760553
60,62,70,53,752830
61,62,71,51,768877
60,61,73,50,819651
60,61,73,49,908815
64,63,75,53,1025963
69,69,77,59,1139783
74,75,80,67,1206016
77,77,82,72,1251617
78,79,83,74,1305785
79,79,83,76,1363522
80,80,83,77,1411483
80,81,85,76,1447828
79,80,84,75,1461415
77,79,83,73,1448894
73,73,80,68,1429515
70,70,77,64,1482945
69,70,75,61,1405326
68,68,74,61,1303738
67,66,73,60,1197410
65,65,72,59,1072101
64,65,70,58,955456
63,64,70,57,848434
63,64,69,56,783803
62,64,69,55,748923
62,63,69,55,735502
62,63,71,53,739007
61,62,73,54,766933
61,63,73,53,835452
64,65,73,57,953253
69,70,78,62,1107105
74,75,81,69,1209594
78,78,84,72,1276113
80,81,84,75,1366325
81,81,86,77,1466504
81,82,87,78,1529412
82,82,87,78,1558147
81,82,86,76,1571622
79,80,85,75,1561000
74,75,82,68,1548132
71,72,80,64,1619130
70,70,77,63,1540064
69,68,76,64,1408845
68,68,76,62,1252561
67,66,75,61,1079053
66,65,75,60,924113
65,65,74,59,814655
64,64,74,57,755062
63,64,73,57,728676
62,63,73,55,727350
63,64,72,55,754818
63,63,73,55,872177
62,64,72,54,1074169
65,65,75,61,1114043
70,70,77,62,1114611
74,75,80,68,1156914
77,78,82,71,1228666
79,80,84,74,1309560
80,81,84,73,1395825
81,82,86,77,1464728
81,82,87,77,1518464
80,81,84,75,1543073
78,79,83,73,1546675
75,75,81,68,1574176
72,73,79,65,1693643
71,72,77,63,1628673
70,71,76,62,1500964
69,70,75,60,1341663
68,70,74,59,1158300
67,69,74,59,991298
66,68,72,58,867972
65,67,72,57,804061
64,67,72,55,772447
64,66,72,55,763516
64,66,73,54,782158
64,67,73,54,892937
63,67,73,53,1092692
66,67,75,57,1121444
70,72,77,63,1127358
75,75,80,71,1173834
78,79,82,74,1258636
80,81,83,75,1355365
81,82,85,75,1450373
82,82,85,79,1526864
81,82,86,73,1573061
81,82,86,73,1597944
79,80,85,72,1594470
74,75,81,66,1586992
71,72,77,61,1683459
68,70,75,57,1606859
67,68,75,60,1472356
66,66,74,59,1316727
65,66,75,55,1135894
64,64,72,55,964830
63,63,72,55,846595
62,63,70,54,790926
61,62,69,54,767522
61,63,69,52,762085
61,63,69,52,789103
60,62,72,52,905566
60,62,72,50,1108244
62,63,73,54,1138056
66,66,78,59,1120605
73,73,80,65,1142657
77,77,82,74,1208328
79,79,83,76,1286379
80,80,85,77,1376931
81,81,86,77,1454584
81,81,86,76,1509671
80,81,86,75,1542394
78,79,84,73,1541542
72,72,79,66,1529099
69,69,75,61,1615705
67,66,76,59,1540291
66,66,73,59,1418914
65,64,72,59,1273352
64,64,72,55,1103528
63,65,70,55,938783
62,63,69,55,825137
62,63,68,54,772933
61,63,68,53,748235
62,63,69,52,743363
61,62,69,52,769803
61,62,68,53,885434
61,61,68,52,1082569
63,64,70,58,1115249
67,67,73,60,1098387
72,72,78,64,1117946
75,75,82,71,1163810
78,77,84,75,1227363
79,79,84,77,1299135
80,80,85,78,1372053
80,81,83,79,1419988
80,80,84,78,1446373
77,77,82,75,1445444
73,73,79,68,1456919
70,71,75,64,1554887
68,68,73,63,1486664
66,67,72,55,1380112
64,65,71,48,1255453
62,64,72,45,1103545
61,64,70,45,959926
59,63,70,41,849287
57,60,69,40,789334
55,58,69,38,763702
55,57,70,37,767199
53,54,68,36,804622
52,52,69,34,917709
51,52,68,34,1088147
56,57,70,44,1202841
61,62,73,51,1240643
67,67,78,58,1230738
71,72,79,62,1207773
74,75,81,66,1196518
75,76,83,68,1205923
76,77,84,70,1231850
76,77,84,69,1255651
75,75,83,67,1270619
73,73,83,65,1268777
68,69,79,60,1288419
65,67,76,54,1371266
64,64,74,52,1310692
63,64,72,53,1234134
62,63,72,52,1152388
61,62,71,52,1054896
60,60,70,50,947688
59,58,69,48,859184
59,59,69,47,811243
58,58,69,47,790805
58,58,69,46,788715
57,58,68,46,808126
57,58,72,46,864151
56,56,72,46,957414
60,61,73,50,1076503
65,64,75,57,1166703
71,72,77,64,1191302
74,75,80,69,1193386
76,76,81,72,1212638
77,77,83,74,1240190
77,78,82,74,1270143
78,78,82,74,1300273
77,77,82,73,1315515
74,74,80,70,1314445
71,72,76,61,1327259
68,69,74,57,1404024
66,68,73,55,1331678
65,66,73,57,1242417
65,64,73,57,1150776
64,64,73,55,1043779
63,62,73,55,931192
61,61,73,53,835337
61,61,73,54,780149
60,60,73,53,751538
60,61,73,52,742621
60,60,73,51,751684
59,60,73,51,788102
59,60,73,48,862606
62,62,73,52,985624
68,67,77,61,1122572
73,73,79,67,1192001
76,77,82,71,1223930
77,78,83,73,1273070
78,79,84,75,1340849
79,79,84,76,1392833
79,79,84,74,1428508
78,78,83,73,1443405
76,77,81,69,1439978
72,73,77,64,1456927
69,70,75,61,1550330
67,68,74,57,1482242
66,66,75,58,1378459
65,64,75,58,1230645
64,63,75,56,1064296
63,63,74,54,913173
62,63,73,54,805044
62,63,73,53,750831
62,63,73,55,729802
62,63,73,53,731195
62,64,72,53,767015
61,62,72,52,890371
62,63,72,52,1095456
64,66,76,55,1136537
68,68,77,63,1128079
73,73,78,70,1145949
76,77,81,72,1193251
77,77,82,75,1249465
78,79,83,74,1297130
78,79,84,70,1315007
78,79,84,72,1316699
76,77,83,70,1324438
75,75,81,70,1344043
73,72,78,70,1428116
71,70,76,68,1571330
70,70,76,66,1534436
69,70,75,64,1441357
69,69,75,63,1304575
68,68,75,61,1132863
68,68,74,60,973287
67,68,74,63,858520
67,67,74,63,801447
66,66,73,62,771741
66,66,73,60,765102
66,65,73,61,787273
65,65,73,61,899917
64,64,73,55,1095893
67,67,76,61,1129708
72,72,78,64,1139889
76,77,80,69,1197376
78,79,83,73,1277486
79,80,84,76,1357526
80,81,85,78,1430583
80,81,84,77,1472942
80,81,86,76,1500183
80,81,85,76,1524635
78,79,83,73,1533870
74,75,80,70,1563714
72,73,79,67,1685999
71,72,77,63,1630407
70,71,76,62,1510606
70,70,75,64,1354973
69,69,75,64,1178736
68,69,72,64,1003993
67,66,71,63,872889
66,66,72,61,810366
65,66,70,60,777703
65,66,71,59,766700
65,66,71,58,786778
64,65,72,58,900200
64,64,72,57,1096423
67,67,75,61,1126960
71,72,77,66,1135947
76,76,81,71,1189818
79,79,82,73,1280023
80,81,85,68,1390271
80,82,85,61,1483087
80,82,87,64,1548978
80,82,87,68,1590916
79,81,86,64,1608300
77,79,83,63,1588210
73,74,80,61,1602596
71,73,77,57,1693282
69,72,77,57,1618950
68,70,78,55,1504515
67,69,76,54,1360536
66,68,75,52,1183433
65,66,73,50,1010647
64,66,72,50,889925
63,66,71,46,833336
62,66,71,45,806319
62,66,71,45,800603
61,66,71,43,828994
60,65,70,41,953220
59,63,70,39,1163444
59,63,71,39,1202911
60,65,75,43,1180930
61,66,77,48,1175630
63,65,81,51,1174086
65,65,83,54,1171007
67,65,85,57,1171808
68,67,84,60,1176106
68,68,83,60,1169561
68,66,83,61,1171180
66,65,82,58,1201111
62,63,79,51,1305202
60,61,75,46,1476459
59,61,72,46,1478805
58,58,71,45,1427142
57,58,70,42,1334124
56,56,70,41,1201443
55,56,69,40,1068097
54,55,70,39,976170
53,54,70,37,947509
53,53,68,37,945237
52,52,70,37,965999
52,52,71,36,1024749
52,50,72,36,1191260
52,51,73,35,1442969
53,55,73,37,1475562
57,60,76,43,1380671
62,64,77,49,1291011
65,66,78,53,1220848
67,68,79,56,1167786
69,70,80,59,1136600
69,70,81,59,1121504
68,68,80,59,1114537
67,67,79,57,1122095
66,66,79,57,1162138
63,64,76,52,1271369
61,63,74,50,1393208
60,62,73,48,1377015
59,61,72,46,1334519
58,59,73,45,1277295
58,58,74,42,1193639
57,58,74,41,1092195
57,58,73,39,1014668
56,57,73,37,979109
56,57,73,39,966444
56,58,73,38,971935
55,58,74,37,1000045
56,59,74,37,1064708
56,58,74,37,1164997
57,60,76,39,1283124
60,63,76,44,1355843
65,66,79,50,1341785
69,70,80,55,1281815
71,73,81,58,1233469
73,75,83,63,1210794
74,75,83,66,1200320
74,73,81,66,1201857
73,73,80,65,1207881
72,72,80,64,1226892
70,70,77,63,1297831
68,70,75,62,1385371
68,69,74,62,1335613
67,68,73,61,1270229
66,67,73,60,1184154
66,67,75,59,1078634
65,66,73,44,966859
66,66,73,58,867055
65,66,73,57,804017
65,66,73,57,769603
65,65,73,58,754814
65,65,73,58,756863
65,65,72,58,785207
65,66,72,57,851209
65,67,73,58,959930
67,67,75,59,1116145
69,70,78,59,1216929
71,72,80,61,1257628
73,74,82,61,1286020
74,75,85,61,1321049
74,74,85,61,1344486
74,74,84,62,1347632
73,73,83,63,1345294
72,73,81,62,1356199
70,72,78,59,1444236
70,72,76,59,1534872
69,71,75,57,1492376
69,72,76,57,1420310
69,71,76,57,1291098
69,71,77,57,1134092
69,71,76,58,987266
69,71,75,58,873776
69,71,75,59,816874
69,71,76,59,790487
69,71,74,60,789621
69,71,75,60,816328
70,72,75,60,930276
69,72,75,60,1131002
70,72,76,59,1179540
70,73,79,59,1197151
72,75,81,60,1234103
73,75,81,59,1272952
74,77,84,61,1299245
74,77,84,59,1322184
72,76,82,60,1287878
69,67,80,58,1221217
66,66,79,55,1194574
65,64,77,55,1215062
